bus_0069b.1,bus_0069b.2,bus_0069b.3,bus_0065.1,bus_0065.2,bus_0065.3,bus_0066.1,bus_0066.2,bus_0066.3,bus_0067.1,bus_0067.2,bus_0067.3,bus_0068.1,bus_0068.2,bus_0068.3,bus_0069.1,bus_0069.2,bus_0069.3,bus_0070.1,bus_0070.2,bus_0070.3,bus_0071.1,bus_0071.2,bus_0071.3,bus_0072.1,bus_0072.2,bus_0072.3,bus_0073.1,bus_0073.2,bus_0073.3,bus_0074.1,bus_0074.2,bus_0074.3,bus_0075.1,bus_0075.2,bus_0075.3,bus_0069a.1,bus_0069a.2,bus_0069a.3,bus_0076.1,bus_0076.2,bus_0076.3,bus_0077.1,bus_0077.2,bus_0077.3,bus_0078.1,bus_0078.2,bus_0078.3,bus_0079.1,bus_0079.2,bus_0079.3,bus_0080.1,bus_0080.2,bus_0080.3,bus_0081.1,bus_0081.2,bus_0081.3,bus_0082.1,bus_0082.2,bus_0082.3,bus_0083.1,bus_0083.2,bus_0083.3,bus_0084.1,bus_0084.2,bus_0084.3,bus_0085.1,bus_0085.2,bus_0085.3,bus_0086.1,bus_0086.2,bus_0086.3,bus_0087.1,bus_0087.2,bus_0087.3,bus_0088.1,bus_0088.2,bus_0088.3,bus_0089.1,bus_0089.2,bus_0089.3,bus_0090.1,bus_0090.2,bus_0090.3,bus_0091.1,bus_0091.2,bus_0091.3,bus_0092.1,bus_0092.2,bus_0092.3,bus_0093.1,bus_0093.2,bus_0093.3,bus_0094.1,bus_0094.2,bus_0094.3,bus_0095.1,bus_0095.2,bus_0095.3,bus_0096.1,bus_0096.2,bus_0096.3,bus_0097.1,bus_0097.2,bus_0097.3,bus_0098.1,bus_0098.2,bus_0098.3,bus_0099.1,bus_0099.2,bus_0099.3,bus_0100.1,bus_0100.2,bus_0100.3,bus_0101.1,bus_0101.2,bus_0101.3,bus_0102.1,bus_0102.2,bus_0102.3,bus_0103.1,bus_0103.2,bus_0103.3,bus_0104.1,bus_0104.2,bus_0104.3,bus_0105.1,bus_0105.2,bus_0105.3,bus_0106.1,bus_0106.2,bus_0106.3,bus_0107.1,bus_0107.2,bus_0107.3
-0.023360539,-120.0236004,119.9779924,-0.02530994,-120.0260758,119.9766745,-0.025309939,-120.0260758,119.9766745,-0.02530992,-120.0260758,119.9766745,-0.025309899,-120.0260758,119.9766745,-0.025309844,-120.0260758,119.9766746,-0.026277111,-120.0274274,119.9758868,-0.028126379,-120.0299296,119.9744196,-0.03026401,-120.0328278,119.9727167,-0.032838628,-120.0363189,119.9706654,-0.033577499,-120.0369418,119.9700308,-0.027676554,-120.0291285,119.9751065,-0.024344943,-120.0248327,119.9773388,-0.030366863,-120.0314607,119.9727191,-0.033095089,-120.0338257,119.970298,-0.036336662,-120.0366358,119.9674215,-0.036648792,-120.0370689,119.9671564,-0.038228048,-120.0383848,119.9656565,-0.037946244,-120.0380967,119.9659588,-0.039297367,-120.0393805,119.9646379,-0.041969918,-120.0417171,119.9622581,-0.04498043,-120.0443642,119.9595619,-0.047964346,-120.0469878,119.9568895,-0.050887908,-120.0495585,119.9542713,-0.051706397,-120.0503309,119.9534349,-0.05222182,-120.0507088,119.9531784,-0.053605831,-120.0519024,119.9520445,-0.054944216,-120.0530565,119.9509481,-0.055233946,-120.0532909,119.95095,-0.055801522,-120.0537501,119.9509538,-0.055844615,-120.0536287,119.951189,-0.05587554,-120.0535411,119.9513585,-0.055935852,-120.0533694,119.951691,-0.055964962,-120.0532861,119.9518524,-0.055972135,-120.0532655,119.9518923,-0.056459497,-120.0550859,119.9497853,-0.057561014,-120.0565612,119.9489399,-0.057561049,-120.0565613,119.9489399,-0.059241556,-120.0588065,119.9476585,-0.061072225,-120.0612527,119.9462625,-0.063252644,-120.0641665,119.9445997,-0.064841391,-120.06629,119.943388,-0.065366421,-120.0667729,119.9428485,-0.064646986,-120.0659662,119.9436458,-0.064052636,-120.065345,119.9442989
-0.030960188,-120.0315173,119.9698055,-0.033486392,-120.034912,119.9678499,-0.033486391,-120.034912,119.9678499,-0.033486372,-120.034912,119.9678499,-0.03348635,-120.034912,119.96785,-0.033486296,-120.0349119,119.96785,-0.034932983,-120.0370062,119.9665581,-0.037641707,-120.040921,119.9641426,-0.04055022,-120.0451571,119.9615187,-0.044053405,-120.05026,119.9583579,-0.045020167,-120.0512295,119.9573648,-0.036258986,-120.0386273,119.9658132,-0.032241151,-120.0332232,119.968823,-0.039591819,-120.0415645,119.9628629,-0.042971674,-120.0445431,119.9598711,-0.046987551,-120.0480823,119.9563164,-0.047046635,-120.048162,119.9562711,-0.049808112,-120.0507153,119.9536536,-0.049439032,-120.0503619,119.9540264,-0.051361068,-120.0521669,119.9521737,-0.055225218,-120.0555959,119.9487274,-0.059016296,-120.0589787,119.9453733,-0.062773951,-120.0623318,119.9420489,-0.066455666,-120.0656172,119.9387918,-0.067240091,-120.0663573,119.9379908,-0.068627282,-120.0675532,119.9369841,-0.070880531,-120.0695621,119.9351084,-0.073059567,-120.0715048,119.9332946,-0.07366611,-120.0722138,119.9330126,-0.074854497,-120.073603,119.9324601,-0.075161605,-120.0738836,119.9324542,-0.075382734,-120.0740857,119.9324501,-0.075815767,-120.0744815,119.9324423,-0.076025634,-120.0746735,119.9324386,-0.076077432,-120.0747208,119.9324377,-0.075131702,-120.0743411,119.9315964,-0.076638025,-120.0764031,119.9303618,-0.07663806,-120.0764031,119.9303618,-0.078984813,-120.0795762,119.9284536,-0.081541315,-120.0830333,119.9263746,-0.084586331,-120.0871516,119.923898,-0.086805126,-120.0901528,119.9220932,-0.087231704,-120.0905454,119.9216562,-0.087246095,-120.0907078,119.9217861,-0.088157827,-120.091352,119.9211077
-0.019426181,-120.0184997,119.9810534,-0.020926299,-120.0203922,119.9799989,-0.020926298,-120.0203922,119.9799989,-0.020926279,-120.0203922,119.9799989,-0.020926257,-120.0203921,119.9799989,-0.020926203,-120.0203921,119.979999,-0.022249494,-120.0221857,119.9788974,-0.024730209,-120.0254962,119.9767858,-0.0276261,-120.0293462,119.9743242,-0.031114108,-120.033984,119.9713588,-0.03208636,-120.0347911,119.9703246,-0.022225315,-120.0218945,119.979328,-0.02016712,-120.0194332,119.9805296,-0.0234928,-120.0229148,119.9780521,-0.024778087,-120.0239495,119.9767583,-0.026305133,-120.0251788,119.9752212,-0.026482031,-120.0254254,119.9750685,-0.027137784,-120.0259163,119.9743086,-0.026701837,-120.02551,119.9747373,-0.027804373,-120.0265199,119.9736094,-0.029479024,-120.0279175,119.9719644,-0.031227348,-120.0294051,119.9702639,-0.032960163,-120.0308795,119.9685784,-0.034657869,-120.032324,119.9669272,-0.03559705,-120.0332108,119.9659649,-0.03450012,-120.0321129,119.9670575,-0.034336392,-120.0318938,119.9671928,-0.034178009,-120.0316819,119.9673236,-0.033263906,-120.0302419,119.9683972,-0.031472525,-120.0274204,119.970501,-0.030656526,-120.0260892,119.9715133,-0.030068538,-120.0251301,119.9722426,-0.028916028,-120.0232507,119.9736721,-0.028356965,-120.0223392,119.9743654,-0.02821893,-120.0221141,119.9745366,-0.03549673,-120.033502,119.9661692,-0.036455355,-120.0348253,119.96533,-0.03645539,-120.0348253,119.96533,-0.037921144,-120.0368625,119.9640234,-0.03951785,-120.0390819,119.9626,-0.041419574,-120.0417257,119.9609045,-0.04280523,-120.0436523,119.959669,-0.042841754,-120.0436856,119.9596289,-0.043546691,-120.0446936,119.9589816,-0.045005255,-120.0460718,119.9572646
-0.019015016,-120.0190665,119.9813274,-0.020537506,-120.0211018,119.9801524,-0.020537506,-120.0211018,119.9801524,-0.020537486,-120.0211018,119.9801525,-0.020537465,-120.0211018,119.9801525,-0.02053741,-120.0211018,119.9801526,-0.021146085,-120.0219332,119.9796729,-0.022294554,-120.0234596,119.9787826,-0.023435326,-120.0249416,119.9779326,-0.024809201,-120.0267267,119.9769088,-0.025185597,-120.0270196,119.9765854,-0.022584667,-120.023882,119.9785585,-0.019782036,-120.0200861,119.9807379,-0.025060252,-120.0260828,119.976199,-0.027570705,-120.0283145,119.9738063,-0.030553498,-120.0309661,119.9709634,-0.030676366,-120.0311367,119.9708589,-0.032534459,-120.0328401,119.9689476,-0.032113173,-120.0324457,119.9693639,-0.033726956,-120.033965,119.9677426,-0.036691331,-120.0366176,119.9649346,-0.039903595,-120.0395047,119.9619073,-0.043087491,-120.0423663,119.9589069,-0.046206998,-120.0451701,119.9559672,-0.046364826,-120.0453211,119.9558053,-0.049050957,-120.0477252,119.9532938,-0.052001911,-120.0503765,119.9505198,-0.054855756,-120.0529405,119.9478372,-0.056217412,-120.0548887,119.9466809,-0.05888549,-120.0587066,119.9444149,-0.060303097,-120.060894,119.943043,-0.061324265,-120.0624698,119.9420547,-0.063325069,-120.0655579,119.9401182,-0.064295252,-120.0670555,119.9391791,-0.064534757,-120.0674252,119.9389472,-0.056488288,-120.0551447,119.9464327,-0.057675042,-120.0567472,119.9454117,-0.057675077,-120.0567472,119.9454116,-0.059507055,-120.059214,119.9438075,-0.061502744,-120.0619015,119.9420598,-0.063879737,-120.0651029,119.9399781,-0.065611734,-120.0674358,119.9384611,-0.065868382,-120.0676721,119.9381985,-0.066129856,-120.0681045,119.9380064,-0.067152973,-120.0689129,119.9367696
-0.014268237,-120.0133549,119.9866483,-0.015404694,-120.0147382,119.9858365,-0.015404693,-120.0147382,119.9858365,-0.015404674,-120.0147382,119.9858366,-0.015404652,-120.0147382,119.9858366,-0.015404598,-120.0147382,119.9858366,-0.016002141,-120.0155494,119.9853744,-0.017136219,-120.0170365,119.9845168,-0.018482764,-120.0188043,119.9834908,-0.020104497,-120.0209337,119.9822551,-0.020558018,-120.0212932,119.981865,-0.016780827,-120.0164105,119.9849212,-0.014838714,-120.0140404,119.9862386,-0.018408575,-120.0176749,119.9833987,-0.020059193,-120.018957,119.9818548,-0.022020301,-120.0204803,119.9800206,-0.022098853,-120.0205878,119.979957,-0.023325379,-120.021548,119.9787271,-0.023010165,-120.0212347,119.9790568,-0.024141682,-120.0222439,119.9779109,-0.026172584,-120.0238864,119.9759997,-0.02833873,-120.025668,119.9739775,-0.030485675,-120.0274339,119.9719733,-0.032589131,-120.029164,119.9700098,-0.032848973,-120.0293937,119.9697335,-0.034202352,-120.0304821,119.968526,-0.035876189,-120.0318498,119.9669866,-0.037494869,-120.0331724,119.9654979,-0.038633664,-120.0346507,119.9645926,-0.040865041,-120.0375476,119.9628186,-0.042247444,-120.0393912,119.9615756,-0.043243256,-120.0407194,119.9606801,-0.045194384,-120.043322,119.9589254,-0.046140484,-120.0445842,119.9580745,-0.046374044,-120.0448958,119.9578644,-0.037913536,-120.033641,119.965221,-0.038217853,-120.0339816,119.9650198,-0.038217888,-120.0339816,119.9650197,-0.038664275,-120.0344812,119.9647072,-0.039150445,-120.0350255,119.9643669,-0.039729317,-120.0356737,119.9639618,-0.040150985,-120.036146,119.9636667,-0.040128207,-120.0361244,119.963686,-0.040402782,-120.0364416,119.9634569,-0.040848902,-120.036732,119.9628181
-0.015819538,-120.0153341,119.9845984,-0.017057312,-120.0168956,119.9837695,-0.017057311,-120.0168956,119.9837695,-0.017057292,-120.0168956,119.9837695,-0.017057271,-120.0168956,119.9837696,-0.017057216,-120.0168956,119.9837696,-0.017783841,-120.0178939,119.9831949,-0.019168155,-120.019732,119.9821259,-0.020836064,-120.0219529,119.9808249,-0.022844888,-120.024628,119.9792578,-0.02341648,-120.025093,119.9787659,-0.018581273,-120.0187371,119.9828432,-0.016430295,-120.0161031,119.9841907,-0.020195983,-120.0200569,119.9812085,-0.021833399,-120.0213953,119.9795509,-0.023778846,-120.0229854,119.9775815,-0.023835823,-120.0230621,119.9775382,-0.025092319,-120.0241587,119.9761579,-0.024794734,-120.0238586,119.9764734,-0.025902131,-120.0248947,119.9752901,-0.027931007,-120.0266043,119.9732513,-0.030342562,-120.0286635,119.9708592,-0.032732788,-120.0307043,119.9684883,-0.035074644,-120.0327039,119.9661655,-0.035707504,-120.0333198,119.9654939,-0.036188574,-120.0335844,119.9650565,-0.037344339,-120.0344978,119.9639059,-0.038461998,-120.0353812,119.9627932,-0.037761053,-120.0342798,119.9635822,-0.036387362,-120.0321216,119.9651282,-0.035604599,-120.030934,119.9659293,-0.035040554,-120.0300783,119.9665065,-0.03393496,-120.0284016,119.9676377,-0.033398647,-120.0275883,119.9681865,-0.033266228,-120.0273876,119.968322,-0.041064436,-120.0389031,119.9606348,-0.042956273,-120.0414636,119.9590656,-0.042956308,-120.0414636,119.9590655,-0.045856756,-120.0453887,119.9566356,-0.049016506,-120.0496652,119.953988,-0.052780146,-120.0547597,119.9508338,-0.055522646,-120.0584725,119.9485351,-0.056148904,-120.0590476,119.9478884,-0.055771842,-120.0587693,119.9483245,-0.056211274,-120.0590672,119.9476886
-0.022120254,-120.0217194,119.9782148,-0.023852724,-120.0239789,119.9769588,-0.023852723,-120.0239789,119.9769588,-0.023852704,-120.0239789,119.9769588,-0.023852683,-120.0239789,119.9769588,-0.023852628,-120.0239789,119.9769589,-0.026001573,-120.0269765,119.9751528,-0.029996248,-120.0325168,119.97178,-0.034682917,-120.0390022,119.9678334,-0.040328042,-120.0468152,119.9630784,-0.041820445,-120.0481859,119.9615395,-0.024537915,-120.024651,119.9767631,-0.022981182,-120.0228409,119.9775909,-0.025091917,-120.025028,119.9762211,-0.025653657,-120.0254103,119.9756715,-0.026321003,-120.0258644,119.9750187,-0.026389829,-120.0259581,119.9749642,-0.026691418,-120.0261481,119.9746277,-0.02667703,-120.0260944,119.9747179,-0.026886271,-120.0263005,119.9743996,-0.027389656,-120.026632,119.9738501,-0.028083898,-120.0271485,119.9731375,-0.028771931,-120.0276603,119.9724313,-0.029445975,-120.0281617,119.9717395,-0.02964084,-120.0283365,119.9715279,-0.02973758,-120.0283394,119.9714272,-0.030040091,-120.0285236,119.9711034,-0.030332584,-120.0287018,119.9707902,-0.029275107,-120.0270737,119.9719942,-0.027202779,-120.0238836,119.9743534,-0.025808831,-120.0217864,119.9758813,-0.024804473,-120.0202755,119.9769821,-0.022836045,-120.0173147,119.9791394,-0.021881292,-120.0158789,119.9801857,-0.021645569,-120.0155244,119.980444,-0.032478963,-120.0316182,119.9689943,-0.034039264,-120.0337384,119.9676886,-0.034039299,-120.0337384,119.9676885,-0.0364306,-120.0369911,119.9656656,-0.039035651,-120.0405349,119.9634616,-0.042138521,-120.0447565,119.960836,-0.04439949,-120.047833,119.9589226,-0.044958784,-120.0483472,119.9583469,-0.044533536,-120.0479808,119.9588136,-0.044709572,-120.04808,119.9584465
-0.020456806,-120.0199361,119.9800461,-0.022070868,-120.0220461,119.9788021,-0.022070867,-120.0220461,119.9788021,-0.022070848,-120.0220461,119.9788021,-0.022070827,-120.0220461,119.9788021,-0.022070772,-120.022046,119.9788022,-0.022810588,-120.0230861,119.9781587,-0.024192656,-120.0250197,119.976941,-0.025760088,-120.0272032,119.9755619,-0.027647891,-120.0298332,119.9739007,-0.028167762,-120.0303114,119.9733477,-0.024156105,-120.0247468,119.9773049,-0.021267239,-120.0209899,119.9794197,-0.026632048,-120.0268396,119.9749878,-0.029142869,-120.0289619,119.9726381,-0.032126104,-120.0314836,119.9698464,-0.032197212,-120.0315805,119.9697897,-0.034180195,-120.0333295,119.9677995,-0.033868324,-120.0330185,119.9681267,-0.035343154,-120.0343859,119.9666343,-0.038239124,-120.036873,119.9639117,-0.041094672,-120.0393207,119.9611898,-0.043924988,-120.0417468,119.9584921,-0.04669805,-120.0441238,119.955849,-0.047313235,-120.0447221,119.9552176,-0.048291651,-120.0454172,119.9543446,-0.049945134,-120.0467592,119.9527838,-0.051544137,-120.048057,119.9512744,-0.051652882,-120.0480562,119.9513123,-0.051865816,-120.0480545,119.9513867,-0.051773457,-120.0477858,119.95151,-0.0517068,-120.0475922,119.9515989,-0.051575887,-120.0472127,119.9517734,-0.05151226,-120.0470285,119.9518582,-0.051496538,-120.0469831,119.9518791,-0.053495168,-120.0507092,119.9496437,-0.054913459,-120.0526373,119.9484582,-0.054913494,-120.0526373,119.9484582,-0.05708519,-120.0555945,119.9466232,-0.059450989,-120.0588162,119.944624,-0.06226886,-120.0626541,119.9422424,-0.06432214,-120.065451,119.9405069,-0.064856717,-120.0659426,119.9399572,-0.064392067,-120.0655129,119.9404581,-0.064419349,-120.0654916,119.9402502
-0.028226085,-120.0282419,119.9719645,-0.030457487,-120.0312585,119.9702074,-0.030457486,-120.0312585,119.9702074,-0.030457467,-120.0312585,119.9702074,-0.030457445,-120.0312585,119.9702074,-0.030457391,-120.0312585,119.9702075,-0.032128996,-120.0336524,119.9687479,-0.035260154,-120.038112,119.9660233,-0.038661252,-120.0429696,119.9630476,-0.042757783,-120.0488212,119.9594628,-0.043883365,-120.0499068,119.9583332,-0.032542448,-120.0339593,119.9687317,-0.029347093,-120.0297535,119.9710826,-0.034967457,-120.0360335,119.9664281,-0.037426628,-120.038137,119.9640921,-0.0403485,-120.0406362,119.9613166,-0.040602398,-120.0409897,119.9610984,-0.042093032,-120.0422247,119.9595495,-0.041964884,-120.0420638,119.9597268,-0.042999919,-120.0430587,119.9586138,-0.0452663,-120.0450077,119.956422,-0.047843181,-120.0472433,119.9539356,-0.050397274,-120.0494591,119.9514712,-0.052899685,-120.05163,119.9490568,-0.053299018,-120.0519748,119.9486703,-0.054653824,-120.0531721,119.9473202,-0.056473901,-120.0547721,119.9455185,-0.058234028,-120.0563195,119.9437761,-0.057728346,-120.0554828,119.9443574,-0.056737278,-120.0538433,119.9454966,-0.056476663,-120.0533618,119.9457713,-0.056288788,-120.0530149,119.9459694,-0.055920337,-120.052335,119.9463577,-0.055741512,-120.0520052,119.9465462,-0.05569735,-120.0519237,119.9465927,-0.061337451,-120.0607292,119.9410836,-0.06359347,-120.0639351,119.939126,-0.063593505,-120.0639351,119.939126,-0.067069473,-120.068885,119.936117,-0.070856211,-120.0742781,119.9328383,-0.075366702,-120.080703,119.928932,-0.078653442,-120.0853854,119.926085,-0.079281203,-120.0859619,119.9254366,-0.079237043,-120.0862801,119.9255362,-0.080398104,-120.0875614,119.9243629
-0.032521023,-120.0327533,119.96733,-0.035084947,-120.0363319,119.9651283,-0.035084946,-120.0363319,119.9651283,-0.035084926,-120.0363319,119.9651283,-0.035084905,-120.0363319,119.9651284,-0.03508485,-120.0363319,119.9651284,-0.036668898,-120.0385202,119.9637769,-0.039621265,-120.0425726,119.9612068,-0.042776005,-120.0468987,119.9584423,-0.046575811,-120.05211,119.9551119,-0.047620697,-120.0530425,119.9539747,-0.037772781,-120.0401731,119.9628232,-0.033819752,-120.0345606,119.9662136,-0.041162268,-120.0433067,119.959588,-0.044599584,-120.0464845,119.9563074,-0.048683746,-120.0502603,119.9524095,-0.048839197,-120.0504769,119.9522756,-0.051422015,-120.0529428,119.9496169,-0.051318347,-120.0528043,119.949775,-0.052776025,-120.0542706,119.948218,-0.056140557,-120.0573976,119.9449632,-0.059606566,-120.0606266,119.9415857,-0.063042003,-120.0638271,119.9382382,-0.066407998,-120.0669629,119.9349585,-0.066963467,-120.0675042,119.934403,-0.06872657,-120.069131,119.9326701,-0.071132333,-120.0713806,119.9302957,-0.07345889,-120.0735562,119.9279996,-0.074469261,-120.0750071,119.9271028,-0.076448976,-120.0778504,119.9253456,-0.077420054,-120.079382,119.92427,-0.078119531,-120.0804854,119.9234951,-0.079489946,-120.0826476,119.921977,-0.080154415,-120.0836962,119.9212408,-0.080318445,-120.0839551,119.9210591,-0.074904413,-120.0757092,119.9266242,-0.075955215,-120.0772744,119.9256243,-0.07595525,-120.0772744,119.9256243,-0.077569132,-120.0797107,119.9240802,-0.079327209,-120.082365,119.9223979,-0.081421148,-120.0855267,119.9203941,-0.082946869,-120.0878308,119.9189339,-0.083256102,-120.0881155,119.9186176,-0.083223451,-120.0883226,119.9186145,-0.083706904,-120.0890873,119.9179369
-0.018482777,-120.0183575,119.9814387,-0.019916908,-120.0202952,119.9803291,-0.019916907,-120.0202952,119.9803291,-0.019916888,-120.0202952,119.9803291,-0.019916867,-120.0202952,119.9803292,-0.019916812,-120.0202952,119.9803292,-0.020720764,-120.0213976,119.9796478,-0.022223544,-120.0234376,119.9783457,-0.023970245,-120.0258088,119.9768263,-0.026073987,-120.0286652,119.9749962,-0.02665741,-120.0291732,119.9743659,-0.021658637,-120.022606,119.9790696,-0.019196756,-120.0193244,119.9808849,-0.023630575,-120.0243727,119.9771133,-0.025630263,-120.0261643,119.9751295,-0.028006158,-120.0282929,119.9727725,-0.028249801,-120.0286323,119.9725628,-0.029368121,-120.029619,119.9713123,-0.029085943,-120.0293307,119.971615,-0.030191286,-120.0304181,119.9704354,-0.03224841,-120.0322816,119.968385,-0.034312497,-120.0341542,119.9662937,-0.036358297,-120.0360103,119.964221,-0.038362668,-120.0378288,119.9621903,-0.038623265,-120.0380988,119.9619169,-0.039877443,-120.0391741,119.9606438,-0.041449142,-120.04057,119.9590393,-0.042969059,-120.0419198,119.9574876,-0.042470561,-120.0411,119.9580766,-0.041493573,-120.0394935,119.9592308,-0.040928479,-120.0386108,119.9597996,-0.04052125,-120.0379749,119.9602094,-0.039722949,-120.0367286,119.9610129,-0.039335662,-120.0361241,119.9614026,-0.039240035,-120.0359749,119.9614989,-0.045764534,-120.0459165,119.9550223,-0.047796694,-120.0488221,119.9532299,-0.047796729,-120.0488221,119.9532299,-0.050906565,-120.0533077,119.9504769,-0.054294424,-120.0581948,119.9474772,-0.058329773,-120.0640169,119.9439036,-0.061270267,-120.06826,119.9412991,-0.061921837,-120.0688581,119.9406252,-0.06156911,-120.0687891,119.9409515,-0.062097618,-120.0696134,119.9402016
-0.026996481,-120.026306,119.973582,-0.029120295,-120.0290958,119.9719261,-0.029120294,-120.0290958,119.9719261,-0.029120275,-120.0290958,119.9719261,-0.029120254,-120.0290958,119.9719261,-0.029120199,-120.0290958,119.9719262,-0.029599087,-120.0297533,119.9715384,-0.030482901,-120.0309595,119.9708208,-0.031262918,-120.0320189,119.9701868,-0.032202257,-120.0332948,119.9694234,-0.032434273,-120.033505,119.969174,-0.032466783,-120.0335313,119.96937,-0.028062936,-120.0277004,119.9727473,-0.036551713,-120.0370286,119.9654967,-0.040694415,-120.0405753,119.9615688,-0.045616872,-120.0447897,119.9569017,-0.045746897,-120.0449704,119.9567907,-0.0489908,-120.0478492,119.9534939,-0.048601551,-120.0474802,119.9538833,-0.050813027,-120.0495095,119.9516572,-0.055346875,-120.0534222,119.947368,-0.060210225,-120.057638,119.9427681,-0.065030894,-120.0618168,119.9382088,-0.06975433,-120.0659113,119.9337417,-0.070190456,-120.0663014,119.9332873,-0.073676031,-120.0693234,119.9300483,-0.077745437,-120.072864,119.9262159,-0.081681083,-120.0762883,119.9225097,-0.082527978,-120.0774136,119.9218116,-0.084187359,-120.0796187,119.9204438,-0.085290425,-120.0811893,119.9193551,-0.086084992,-120.0823208,119.9185709,-0.087641751,-120.084538,119.9170342,-0.088396591,-120.0856133,119.9162891,-0.088582933,-120.0858787,119.9161052,-0.085519507,-120.0815059,119.9193578,-0.088309842,-120.0852993,119.9170661,-0.088309877,-120.0852993,119.9170661,-0.092611485,-120.0911202,119.9135264,-0.097297758,-120.0974625,119.9096693,-0.10287983,-120.1050184,119.9050737,-0.1069475,-120.1105253,119.901724,-0.107623507,-120.1111457,119.9010237,-0.107874875,-120.1117442,119.9009648,-0.109746229,-120.1132464,119.8990988
-0.030559615,-120.0304233,119.9699821,-0.032996891,-120.0336962,119.9680294,-0.03299689,-120.0336962,119.9680294,-0.032996871,-120.0336962,119.9680294,-0.03299685,-120.0336962,119.9680294,-0.032996795,-120.0336961,119.9680295,-0.034885393,-120.036366,119.966405,-0.038411122,-120.0413236,119.9633654,-0.042319377,-120.0468436,119.9599784,-0.047026823,-120.0534934,119.955898,-0.048300079,-120.0547032,119.9545932,-0.035114853,-120.036492,119.9664592,-0.031791509,-120.0320673,119.968996,-0.037682425,-120.0386935,119.9641085,-0.040286162,-120.0409259,119.9617248,-0.043379792,-120.0435784,119.9588927,-0.043647417,-120.0439508,119.9586633,-0.045235963,-120.0452528,119.9570959,-0.045149993,-120.0451307,119.9572403,-0.046168259,-120.0461,119.9561707,-0.048491072,-120.0480939,119.9540088,-0.050884736,-120.05016,119.9517512,-0.053257207,-120.0522078,119.9495136,-0.055581644,-120.0542142,119.9473213,-0.055662601,-120.0542867,119.9472335,-0.057766545,-120.0561045,119.9452693,-0.060033601,-120.0580659,119.9431401,-0.062226009,-120.0599627,119.9410811,-0.062470441,-120.060167,119.9409996,-0.062949259,-120.0605675,119.9408401,-0.062763924,-120.0601817,119.9410463,-0.062630284,-120.0599038,119.9411949,-0.062368111,-120.0593591,119.9414865,-0.062240827,-120.0590948,119.9416281,-0.062209389,-120.0590296,119.941663,-0.064728652,-120.0634753,119.9389128,-0.066547936,-120.0660289,119.9373363,-0.066547971,-120.0660289,119.9373363,-0.06935381,-120.0699697,119.934899,-0.072410472,-120.0742631,119.9322435,-0.07605129,-120.0793779,119.9290799,-0.078704272,-120.0831054,119.9267743,-0.078902601,-120.0832879,119.926571,-0.079916947,-120.0848133,119.9257192,-0.082248428,-120.0870282,119.9232638
-0.017036305,-120.0166294,119.9836361,-0.018398563,-120.0183608,119.9826703,-0.018398562,-120.0183608,119.9826703,-0.018398543,-120.0183608,119.9826703,-0.018398522,-120.0183608,119.9826704,-0.018398467,-120.0183608,119.9826704,-0.01904574,-120.0192844,119.9821,-0.020250845,-120.0210047,119.9810298,-0.021678588,-120.0230499,119.9797501,-0.02339813,-120.0255133,119.9782088,-0.023867016,-120.0259716,119.9777111,-0.020156484,-120.020548,119.9815428,-0.017717966,-120.017489,119.9831545,-0.022153754,-120.0221934,119.9797313,-0.024179122,-120.023862,119.9778945,-0.026585519,-120.0258445,119.9757121,-0.02677021,-120.026102,119.9755525,-0.028053618,-120.0271259,119.9743043,-0.027922157,-120.0269618,119.974484,-0.028833911,-120.027819,119.9735339,-0.030785949,-120.0294406,119.971727,-0.032841391,-120.0311657,119.9697965,-0.034878616,-120.0328754,119.9678833,-0.036874579,-120.0345505,119.9660088,-0.037626127,-120.0352505,119.9652428,-0.037406411,-120.0349296,119.965532,-0.037958176,-120.0353229,119.9650374,-0.038491712,-120.0357031,119.9645591,-0.037943191,-120.0347838,119.9652956,-0.036868181,-120.0329824,119.966739,-0.035588589,-120.0310562,119.9681312,-0.034666617,-120.0296684,119.9691343,-0.032859629,-120.026949,119.9711001,-0.031983169,-120.0256301,119.9720535,-0.031766774,-120.0253045,119.9722889,-0.040124752,-120.0379106,119.963158,-0.041311876,-120.0395153,119.9621394,-0.041311911,-120.0395154,119.9621394,-0.043142076,-120.0419846,119.9605421,-0.04513579,-120.0446747,119.9588019,-0.047510431,-120.0478793,119.956729,-0.049240714,-120.0502146,119.9552185,-0.049575163,-120.0505224,119.9548765,-0.049589098,-120.0506484,119.9549159,-0.050248025,-120.0511369,119.954049
